29.35,0,2.5,4,57
25.84,0.15,3.5,4,57
21.95,0,4.5,3,57
21.95,0,4.5,3,57
22.1,0,4.5,3,57
23.76,1.15,0.5,4,58
29.78,0.3,0.5,4,58
22.1,0.07,2.5,3,58
22.1,0.07,2.5,3,58
23.76,1.15,2.5,4,58
29.78,0.3,1.5,4,58
30.66,0.28,1.5,5,58
29.78,0.28,1.5,4,58
30.21,0.28,1.5,5,58
22.1,0.07,4.5,3,58
22.1,0.07,4.5,3,58
30.66,0.28,0.5,5,59
27.11,0.3,0.5,4,59
26.67,0.15,0.5,4,59
27.11,0.15,0.5,4,59
26.89,0.13,0.5,4,59
27.56,0.15,0.5,4,59
27.56,0.15,0.5,4,59
30.66,0,1,5,59
31.12,0,1,5,59
31.58,0,1,5,59
27.11,0.3,2.5,4,59
26.67,0.15,2.5,4,59
27.11,0.15,2.5,4,59
26.89,0.13,2.5,4,59
27.56,0.15,2.5,4,59
27.56,0.15,2.5,4,59
24.3,1.15,1.5,4,60
29.78,0.28,0.5,4,60
28.02,0,1,4,60
27.56,0,1,4,60
27.78,0,1,4,60
28.25,0,1,4,60
28.25,0,1,4,60
26.89,0,1,4,60
28.02,0,1,4,60
28.25,0,1,4,60
28.25,0,1,4,60
24.3,1.15,3.5,4,60
31.12,0.58,1.5,5,60
31.58,0.3,1.5,5,60
28.02,0.28,1.5,4,60
31.36,0.28,1.5,5,60
28.02,0,3,4,60
27.56,0,3,4,60
27.78,0,3,4,60
28.25,0,3,4,60
28.25,0,3,4,60
26.89,0,3,4,60
28.02,0,3,4,60
28.25,0,3,4,60
28.25,0,3,4,60
30.21,0.28,0.5,5,61
28.98,0.15,1,4,61
28.73,0.15,1,4,61
28.73,0.13,1,4,61
29.48,0.13,1,4,61
28.73,0.13,1,4,61
28.49,0.15,1,4,61
28.98,0,1.5,4,61
31.08,0,1.5,5,61
30.26,0,1.5,5,61
31.36,0,1.5,5,61
25.24,0,1.5,4,61
28.98,0.15,3,4,61
28.73,0.15,3,4,61
28.73,0.13,3,4,61
29.48,0.13,3,4,61
28.73,0.13,3,4,61
28.49,0.15,3,4,61
24.86,1.17,2.5,4,62
30.66,0,0,5,62
28.73,0,0.5,4,62
24.86,1.17,4.5,4,62
25.24,0.28,1.5,4,62
28.73,0,1.5,4,62
28.25,0,1.5,4,62
26.89,0,1.5,4,62
28.73,0,1.5,4,62
28.98,0,1.5,4,62
25.05,0,2.5,4,63
31.12,0,0,5,63
28.25,0,0.5,4,63
29.23,0.13,1,4,63
29.48,0.15,1,4,63
29.23,0.15,1,4,63
28.98,0.15,1,4,63
25.05,0,4.5,4,63
